origen_destino,residencia,trabajo,zona_residencia,zona_trabajo,trabajadores
19300 - 28080,19300,28080,12,05,4
19300 - 28083,19300,28083,12,07,1
19300 - 28084,19300,28084,12,03,1
19300 - 28104,19300,28104,12,03,1
19300 - 28115,19300,28115,12,05,1
19300 - 28127,19300,28127,12,05,1
19300 - 28130,19300,28130,12,03,1
19300 - 28134,19300,28134,12,02,1
19300 - 28148,19300,28148,12,03,4
19300 - 28154,19300,28154,12,08,1
19300 - 28156,19300,28156,12,07,4
19300 - 28161,19300,28161,12,04,1
19300 - 28172,19300,28172,12,08,1
19319 - 28002,19319,28002,12,03,6
19319 - 28004,19319,28004,12,09,5
19319 - 28005,19319,28005,12,03,272
19319 - 28006,19319,28006,12,02,32
19319 - 28007,19319,28007,12,04,7
19319 - 28009,19319,28009,12,02,10
19319 - 28010,19319,28010,12,11,1
19319 - 28013,19319,28013,12,04,5
19319 - 28014,19319,28014,12,03,7
19319 - 28015,19319,28015,12,09,1
19319 - 28022,19319,28022,12,05,3
19319 - 28024,19319,28024,12,06,2
19319 - 28026,19319,28026,12,05,1
19319 - 28032,19319,28032,12,07,9
19319 - 28038,19319,28038,12,11,1
19319 - 28040,19319,28040,12,04,1
19319 - 28041,19319,28041,12,02,1
19319 - 28042,19319,28042,12,10,1
19319 - 28045,19319,28045,12,02,5
19319 - 28047,19319,28047,12,05,5
19319 - 28049,19319,28049,12,03,34
19319 - 28053,19319,28053,12,07,8
19319 - 28057,19319,28057,12,07,1
19319 - 28058,19319,28058,12,04,6
19319 - 28061,19319,28061,12,05,1
19319 - 28065,19319,28065,12,04,10
19319 - 28066,19319,28066,12,09,1
19319 - 28067,19319,28067,12,06,1
19319 - 28074,19319,28074,12,04,8
19319 - 28075,19319,28075,12,08,4
19319 - 28079,19319,28079,12,01,372
19319 - 28080,19319,28080,12,05,1
19319 - 28083,19319,28083,12,07,51
19319 - 28084,19319,28084,12,03,5
19319 - 28092,19319,28092,12,04,2
19319 - 28096,19319,28096,12,09,1
19319 - 28104,19319,28104,12,03,6
19319 - 28113,19319,28113,12,04,3
19319 - 28115,19319,28115,12,05,8
19319 - 28123,19319,28123,12,03,1
19319 - 28127,19319,28127,12,05,11
19319 - 28129,19319,28129,12,02,2
19319 - 28130,19319,28130,12,03,14
19319 - 28134,19319,28134,12,02,4
19319 - 28137,19319,28137,12,08,1
19319 - 28146,19319,28146,12,08,1
19319 - 28148,19319,28148,12,03,42
19319 - 28156,19319,28156,12,07,2
19319 - 28161,19319,28161,12,04,1
19319 - 28164,19319,28164,12,07,1
19319 - 28167,19319,28167,12,03,1
19319 - 28172,19319,28172,12,08,2
19319 - 28176,19319,28176,12,05,1
19319 - 28903,19319,28903,12,02,9
19326 - 28001,19326,28001,12,06,1
19326 - 28002,19326,28002,12,03,2
19326 - 28004,19326,28004,12,09,2
19326 - 28005,19326,28005,12,03,35
19326 - 28006,19326,28006,12,02,18
19326 - 28007,19326,28007,12,04,5
19326 - 28009,19326,28009,12,02,1
19326 - 28013,19326,28013,12,04,3
19326 - 28014,19326,28014,12,03,4
19326 - 28022,19326,28022,12,05,1
19326 - 28032,19326,28032,12,07,2
19326 - 28047,19326,28047,12,05,1
19326 - 28049,19326,28049,12,03,7
19326 - 28055,19326,28055,12,08,2
19326 - 28058,19326,28058,12,04,1
19326 - 28061,19326,28061,12,05,1
19326 - 28065,19326,28065,12,04,3
19326 - 28073,19326,28073,12,04,2
19326 - 28074,19326,28074,12,04,2
19326 - 28079,19326,28079,12,01,106
19326 - 28083,19326,28083,12,07,12
19326 - 28104,19326,28104,12,03,1
19326 - 28107,19326,28107,12,06,1
19326 - 28115,19326,28115,12,05,1
19326 - 28123,19326,28123,12,03,1
19326 - 28127,19326,28127,12,05,2
19326 - 28129,19326,28129,12,02,1
19326 - 28130,19326,28130,12,03,5
19326 - 28134,19326,28134,12,02,2
19326 - 28148,19326,28148,12,03,2
19326 - 28154,19326,28154,12,08,4
19326 - 28156,19326,28156,12,07,1
19326 - 28162,19326,28162,12,07,1
19326 - 28167,19326,28167,12,03,1
19326 - 28903,19326,28903,12,02,1
19331 - 28004,19331,28004,12,09,1
19331 - 28005,19331,28005,12,03,33
19331 - 28006,19331,28006,12,02,12
19331 - 28009,19331,28009,12,02,2
19331 - 28013,19331,28013,12,04,1
19331 - 28014,19331,28014,12,03,3
19331 - 28015,19331,28015,12,09,1
19331 - 28032,19331,28032,12,07,2
19331 - 28047,19331,28047,12,05,2
19331 - 28049,19331,28049,12,03,3
19331 - 28053,19331,28053,12,07,1
19331 - 28058,19331,28058,12,04,1
19331 - 28065,19331,28065,12,04,2
19331 - 28066,19331,28066,12,09,1
19331 - 28068,19331,28068,12,11,1
19331 - 28073,19331,28073,12,04,1
19331 - 28074,19331,28074,12,04,1
19331 - 28075,19331,28075,12,08,2
19331 - 28079,19331,28079,12,01,85
19331 - 28083,19331,28083,12,07,13
19331 - 28092,19331,28092,12,04,1
19331 - 28096,19331,28096,12,09,1
19331 - 28115,19331,28115,12,05,3
19331 - 28123,19331,28123,12,03,1
19331 - 28127,19331,28127,12,05,2
19331 - 28129,19331,28129,12,02,1
19331 - 28130,19331,28130,12,03,3
19331 - 28134,19331,28134,12,02,3
19331 - 28137,19331,28137,12,08,2
19331 - 28148,19331,28148,12,03,4
19331 - 28154,19331,28154,12,08,1
19331 - 28161,19331,28161,12,04,1
19331 - 28162,19331,28162,12,07,1
19331 - 28903,19331,28903,12,02,6
28001 - 28001,28001,28001,06,06,5
28001 - 28006,28001,28006,06,02,1
28001 - 28070,28001,28070,06,06,1
28001 - 28079,28001,28079,06,01,6
28001 - 28088,28001,28088,06,06,1
28001 - 28175,28001,28175,06,09,1
28002 - 28002,28002,28002,03,03,417
28002 - 28005,28002,28005,03,03,93
28002 - 28006,28002,28006,03,02,72
28002 - 28007,28002,28007,03,04,7
28002 - 28009,28002,28009,03,02,22
28002 - 28013,28002,28013,03,04,1
28002 - 28014,28002,28014,03,03,9
28002 - 28022,28002,28022,03,05,2
28002 - 28030,28002,28030,03,06,1
28002 - 28032,28002,28032,03,07,4
28002 - 28041,28002,28041,03,02,15
28002 - 28042,28002,28042,03,10,3
28002 - 28045,28002,28045,03,02,4
28002 - 28049,28002,28049,03,03,44
28002 - 28053,28002,28053,03,07,67
28002 - 28057,28002,28057,03,07,2
28002 - 28058,28002,28058,03,04,4
28002 - 28059,28002,28059,03,07,4
28002 - 28061,28002,28061,03,05,1
28002 - 28065,28002,28065,03,04,11
28002 - 28068,28002,28068,03,11,1
28002 - 28073,28002,28073,03,04,1
28002 - 28074,28002,28074,03,04,4
28002 - 28075,28002,28075,03,08,3
28002 - 28079,28002,28079,03,01,579
28002 - 28080,28002,28080,03,05,4
28002 - 28083,28002,28083,03,07,5
28002 - 28084,28002,28084,03,03,1
28002 - 28092,28002,28092,03,04,2
28002 - 28100,28002,28100,03,08,1
28002 - 28104,28002,28104,03,03,52
28002 - 28113,28002,28113,03,04,1
28002 - 28115,28002,28115,03,05,7
28002 - 28121,28002,28121,03,06,1
28002 - 28122,28002,28122,03,07,1
28002 - 28123,28002,28123,03,03,4
28002 - 28127,28002,28127,03,05,8
28002 - 28129,28002,28129,03,02,2
28002 - 28130,28002,28130,03,03,23
28002 - 28134,28002,28134,03,02,57
28002 - 28145,28002,28145,03,07,1
28002 - 28148,28002,28148,03,03,110
28002 - 28152,28002,28152,03,05,1
28002 - 28161,28002,28161,03,04,2
28002 - 28162,28002,28162,03,07,1
28002 - 28167,28002,28167,03,03,1
28002 - 28172,28002,28172,03,08,2
28002 - 28176,28002,28176,03,05,1
28002 - 28181,28002,28181,03,05,1
28002 - 28902,28002,28902,03,06,1
28002 - 28903,28002,28903,03,02,25
28003 - 28003,28003,28003,06,06,10
28003 - 28006,28003,28006,06,02,5
28003 - 28009,28003,28009,06,02,1
28003 - 28013,28003,28013,06,04,1
28003 - 28014,28003,28014,06,03,1
28003 - 28022,28003,28022,06,05,1
28003 - 28034,28003,28034,06,06,1
28003 - 28041,28003,28041,06,02,1
28003 - 28045,28003,28045,06,02,1
28003 - 28047,28003,28047,06,05,2
28003 - 28058,28003,28058,06,04,1
28003 - 28062,28003,28062,06,06,1
28003 - 28063,28003,28063,06,06,1
28003 - 28064,28003,28064,06,06,1
28003 - 28069,28003,28069,06,06,1
28003 - 28079,28003,28079,06,01,21
28003 - 28088,28003,28088,06,06,1
28003 - 28097,28003,28097,06,06,1
28003 - 28112,28003,28112,06,06,10
28003 - 28120,28003,28120,06,06,3
28003 - 28123,28003,28123,06,03,1
28003 - 28130,28003,28130,06,03,1
28003 - 28131,28003,28131,06,11,1
28003 - 28134,28003,28134,06,02,2
28003 - 28148,28003,28148,06,03,2
28004 - 28002,28004,28002,09,03,2
28004 - 28004,28004,28004,09,09,453
28004 - 28005,28004,28005,09,03,7
28004 - 28006,28004,28006,09,02,15
28004 - 28007,28004,28007,09,04,108
28004 - 28008,28004,28008,09,09,2
28004 - 28009,28004,28009,09,02,3
28004 - 28013,28004,28013,09,04,5
28004 - 28014,28004,28014,09,03,4
28004 - 28015,28004,28015,09,09,88
28004 - 28017,28004,28017,09,09,12
28004 - 28022,28004,28022,09,05,16
28004 - 28026,28004,28026,09,05,5
28004 - 28031,28004,28031,09,10,1
28004 - 28036,28004,28036,09,09,2
28004 - 28040,28004,28040,09,04,9
28004 - 28044,28004,28044,09,11,1
28004 - 28045,28004,28045,09,02,2
28004 - 28049,28004,28049,09,03,3
28004 - 28050,28004,28050,09,09,4
28004 - 28053,28004,28053,09,07,1
28004 - 28054,28004,28054,09,11,2
28004 - 28058,28004,28058,09,04,66
28004 - 28061,28004,28061,09,05,1
28004 - 28065,28004,28065,09,04,59
28004 - 28066,28004,28066,09,09,22
28004 - 28073,28004,28073,09,04,38
28004 - 28074,28004,28074,09,04,77
28004 - 28079,28004,28079,09,01,826
28004 - 28080,28004,28080,09,05,30
28004 - 28084,28004,28084,09,03,2
28004 - 28085,28004,28085,09,11,1
28004 - 28089,28004,28089,09,09,4
28004 - 28090,28004,28090,09,11,1
28004 - 28092,28004,28092,09,04,183
28004 - 28096,28004,28096,09,09,167
28004 - 28106,28004,28106,09,04,14
28004 - 28108,28004,28108,09,06,1
28004 - 28113,28004,28113,09,04,11
28004 - 28115,28004,28115,09,05,46
28004 - 28119,28004,28119,09,09,1
28004 - 28123,28004,28123,09,03,1
28004 - 28127,28004,28127,09,05,25
28004 - 28130,28004,28130,09,03,6
28004 - 28131,28004,28131,09,11,1
28004 - 28132,28004,28132,09,04,4
28004 - 28134,28004,28134,09,02,8
28004 - 28140,28004,28140,09,09,16
28004 - 28141,28004,28141,09,09,12
28004 - 28148,28004,28148,09,03,3
28004 - 28149,28004,28149,09,09,5
28004 - 28161,28004,28161,09,04,9
28004 - 28167,28004,28167,09,03,1
28004 - 28169,28004,28169,09,06,1
28004 - 28171,28004,28171,09,09,2
28004 - 28176,28004,28176,09,05,12
28004 - 28178,28004,28178,09,09,1
28004 - 28180,28004,28180,09,08,1
28004 - 28181,28004,28181,09,05,27
28004 - 28903,28004,28903,09,02,10
28005 - 28001,28005,28001,03,06,1
28005 - 28002,28005,28002,03,03,372
28005 - 28004,28005,28004,03,09,4
28005 - 28005,28005,28005,03,03,25793
28005 - 28006,28005,28006,03,02,1715
28005 - 28007,28005,28007,03,04,218
28005 - 28009,28005,28009,03,02,181
28005 - 28010,28005,28010,03,11,3
28005 - 28011,28005,28011,03,08,4
28005 - 28012,28005,28012,03,08,48
28005 - 28013,28005,28013,03,04,84
28005 - 28014,28005,28014,03,03,520
28005 - 28015,28005,28015,03,09,29
28005 - 28019,28005,28019,03,08,1
28005 - 28020,28005,28020,03,06,1
28005 - 28021,28005,28021,03,06,1
28005 - 28022,28005,28022,03,05,68
28005 - 28023,28005,28023,03,11,2
28005 - 28024,28005,28024,03,06,20
28005 - 28025,28005,28025,03,08,1
28005 - 28026,28005,28026,03,05,3
28005 - 28028,28005,28028,03,06,5
28005 - 28029,28005,28029,03,06,1
28005 - 28031,28005,28031,03,10,1
28005 - 28032,28005,28032,03,07,537
28005 - 28033,28005,28033,03,08,39
28005 - 28035,28005,28035,03,08,2
28005 - 28036,28005,28036,03,09,2
28005 - 28038,28005,28038,03,11,2
28005 - 28040,28005,28040,03,04,81
28005 - 28041,28005,28041,03,02,68
28005 - 28042,28005,28042,03,10,8
28005 - 28043,28005,28043,03,08,2
28005 - 28044,28005,28044,03,11,6
28005 - 28045,28005,28045,03,02,57
28005 - 28046,28005,28046,03,11,5
28005 - 28047,28005,28047,03,05,24
28005 - 28048,28005,28048,03,08,3
28005 - 28049,28005,28049,03,03,990
28005 - 28050,28005,28050,03,09,5
28005 - 28052,28005,28052,03,08,1
28005 - 28053,28005,28053,03,07,550
28005 - 28054,28005,28054,03,11,9
28005 - 28055,28005,28055,03,08,5
28005 - 28057,28005,28057,03,07,7
28005 - 28058,28005,28058,03,04,166
28005 - 28059,28005,28059,03,07,37
28005 - 28060,28005,28060,03,08,2
28005 - 28061,28005,28061,03,05,21
28005 - 28063,28005,28063,03,06,2
28005 - 28065,28005,28065,03,04,372
28005 - 28066,28005,28066,03,09,11
28005 - 28067,28005,28067,03,06,4
28005 - 28068,28005,28068,03,11,8
28005 - 28072,28005,28072,03,05,3
28005 - 28073,28005,28073,03,04,27
28005 - 28074,28005,28074,03,04,192
28005 - 28075,28005,28075,03,08,287
28005 - 28079,28005,28079,03,01,21388
28005 - 28080,28005,28080,03,05,194
28005 - 28082,28005,28082,03,11,3
28005 - 28083,28005,28083,03,07,1141
28005 - 28084,28005,28084,03,03,185
28005 - 28086,28005,28086,03,07,6
28005 - 28087,28005,28087,03,11,1
28005 - 28089,28005,28089,03,09,4
28005 - 28090,28005,28090,03,11,8
28005 - 28091,28005,28091,03,08,8
28005 - 28092,28005,28092,03,04,78
28005 - 28093,28005,28093,03,11,1
28005 - 28094,28005,28094,03,06,1
28005 - 28096,28005,28096,03,09,35
28005 - 28100,28005,28100,03,08,31
28005 - 28101,28005,28101,03,08,2
28005 - 28102,28005,28102,03,08,7
28005 - 28104,28005,28104,03,03,138
28005 - 28106,28005,28106,03,04,76
28005 - 28107,28005,28107,03,06,2
28005 - 28108,28005,28108,03,06,2
28005 - 28110,28005,28110,03,08,1
28005 - 28111,28005,28111,03,08,4
28005 - 28113,28005,28113,03,04,175
28005 - 28115,28005,28115,03,05,602
28005 - 28116,28005,28116,03,08,2
28005 - 28118,28005,28118,03,06,1
28005 - 28120,28005,28120,03,06,1
28005 - 28121,28005,28121,03,06,5
28005 - 28122,28005,28122,03,07,7
28005 - 28123,28005,28123,03,03,355
28005 - 28127,28005,28127,03,05,350
28005 - 28128,28005,28128,03,10,13
28005 - 28129,28005,28129,03,02,54
28005 - 28130,28005,28130,03,03,906
28005 - 28131,28005,28131,03,11,3
28005 - 28132,28005,28132,03,04,18
28005 - 28133,28005,28133,03,10,2
28005 - 28134,28005,28134,03,02,843
28005 - 28136,28005,28136,03,08,4
28005 - 28137,28005,28137,03,08,44
28005 - 28141,28005,28141,03,09,1
28005 - 28144,28005,28144,03,11,25
28005 - 28145,28005,28145,03,07,4
28005 - 28146,28005,28146,03,08,5
28005 - 28148,28005,28148,03,03,2696
28005 - 28149,28005,28149,03,09,4
28005 - 28151,28005,28151,03,06,8
28005 - 28152,28005,28152,03,05,37
28005 - 28153,28005,28153,03,06,5
28005 - 28154,28005,28154,03,08,367
28005 - 28156,28005,28156,03,07,37
28005 - 28160,28005,28160,03,11,1
28005 - 28161,28005,28161,03,04,58
28005 - 28162,28005,28162,03,07,41
28005 - 28164,28005,28164,03,07,2
28005 - 28165,28005,28165,03,08,15
28005 - 28166,28005,28166,03,08,4
28005 - 28167,28005,28167,03,03,58
28005 - 28168,28005,28168,03,06,3
28005 - 28169,28005,28169,03,06,3
28005 - 28171,28005,28171,03,09,1
28005 - 28172,28005,28172,03,08,563
28005 - 28173,28005,28173,03,08,3
28005 - 28176,28005,28176,03,05,17
28005 - 28177,28005,28177,03,11,8
28005 - 28179,28005,28179,03,08,5
28005 - 28180,28005,28180,03,08,7
28005 - 28181,28005,28181,03,05,33
28005 - 28183,28005,28183,03,10,1
28005 - 28901,28005,28901,03,06,2
28005 - 28903,28005,28903,03,02,550
28006 - 28002,28006,28002,02,03,71
28006 - 28004,28006,28004,02,09,4
28006 - 28005,28006,28005,02,03,315
28006 - 28006,28006,28006,02,02,13949
28006 - 28007,28006,28007,02,04,133
28006 - 28009,28006,28009,02,02,422
28006 - 28010,28006,28010,02,11,2
28006 - 28013,28006,28013,02,04,64
28006 - 28014,28006,28014,02,03,114
28006 - 28015,28006,28015,02,09,21
28006 - 28020,28006,28020,02,06,1
28006 - 28021,28006,28021,02,06,4
28006 - 28022,28006,28022,02,05,79
28006 - 28023,28006,28023,02,11,3
28006 - 28024,28006,28024,02,06,3
28006 - 28026,28006,28026,02,05,4
28006 - 28027,28006,28027,02,06,5
28006 - 28028,28006,28028,02,06,2
28006 - 28029,28006,28029,02,06,3
28006 - 28030,28006,28030,02,06,6
28006 - 28032,28006,28032,02,07,21
28006 - 28033,28006,28033,02,08,2
28006 - 28034,28006,28034,02,06,1
28006 - 28036,28006,28036,02,09,2
28006 - 28037,28006,28037,02,10,1
28006 - 28038,28006,28038,02,11,3
28006 - 28040,28006,28040,02,04,48
28006 - 28041,28006,28041,02,02,62
28006 - 28042,28006,28042,02,10,24
28006 - 28044,28006,28044,02,11,4
28006 - 28045,28006,28045,02,02,154
28006 - 28046,28006,28046,02,11,5
28006 - 28047,28006,28047,02,05,25
28006 - 28049,28006,28049,02,03,178
28006 - 28050,28006,28050,02,09,1
28006 - 28052,28006,28052,02,08,1
28006 - 28053,28006,28053,02,07,43
28006 - 28054,28006,28054,02,11,2
28006 - 28055,28006,28055,02,08,2
28006 - 28057,28006,28057,02,07,3
28006 - 28058,28006,28058,02,04,74
28006 - 28059,28006,28059,02,07,65
28006 - 28061,28006,28061,02,05,22
28006 - 28062,28006,28062,02,06,2
28006 - 28063,28006,28063,02,06,1
28006 - 28064,28006,28064,02,06,2
28006 - 28065,28006,28065,02,04,194
28006 - 28066,28006,28066,02,09,6
28006 - 28067,28006,28067,02,06,6
28006 - 28068,28006,28068,02,11,3
28006 - 28071,28006,28071,02,06,1
28006 - 28072,28006,28072,02,05,1
28006 - 28073,28006,28073,02,04,15
28006 - 28074,28006,28074,02,04,159
28006 - 28075,28006,28075,02,08,16
28006 - 28076,28006,28076,02,06,1
28006 - 28079,28006,28079,02,01,18269
28006 - 28080,28006,28080,02,05,151
28006 - 28082,28006,28082,02,11,4
28006 - 28083,28006,28083,02,07,15
28006 - 28084,28006,28084,02,03,14
28006 - 28085,28006,28085,02,11,2
28006 - 28086,28006,28086,02,07,25
28006 - 28087,28006,28087,02,11,1
28006 - 28088,28006,28088,02,06,1
28006 - 28089,28006,28089,02,09,2
28006 - 28090,28006,28090,02,11,5
28006 - 28091,28006,28091,02,08,1
28006 - 28092,28006,28092,02,04,78
28006 - 28094,28006,28094,02,06,1
28006 - 28096,28006,28096,02,09,9
28006 - 28099,28006,28099,02,10,1
28006 - 28104,28006,28104,02,03,153
28006 - 28106,28006,28106,02,04,23
28006 - 28107,28006,28107,02,06,2
28006 - 28108,28006,28108,02,06,18
28006 - 28110,28006,28110,02,08,1
28006 - 28113,28006,28113,02,04,41
28006 - 28114,28006,28114,02,06,2
28006 - 28115,28006,28115,02,05,505
28006 - 28117,28006,28117,02,06,1
28006 - 28118,28006,28118,02,06,1
28006 - 28121,28006,28121,02,06,3
28006 - 28123,28006,28123,02,03,98
28006 - 28124,28006,28124,02,06,3
28006 - 28127,28006,28127,02,05,411
28006 - 28128,28006,28128,02,10,6
28006 - 28129,28006,28129,02,02,182
28006 - 28130,28006,28130,02,03,149
28006 - 28131,28006,28131,02,11,5
28006 - 28132,28006,28132,02,04,7
28006 - 28133,28006,28133,02,10,1
28006 - 28134,28006,28134,02,02,3754
28006 - 28137,28006,28137,02,08,2
28006 - 28141,28006,28141,02,09,2
28006 - 28144,28006,28144,02,11,10
28006 - 28145,28006,28145,02,07,14
28006 - 28148,28006,28148,02,03,304
28006 - 28149,28006,28149,02,09,13
28006 - 28150,28006,28150,02,09,2
28006 - 28151,28006,28151,02,06,3
28006 - 28152,28006,28152,02,05,13
28006 - 28153,28006,28153,02,06,2
28006 - 28154,28006,28154,02,08,15
28006 - 28159,28006,28159,02,10,1
28006 - 28160,28006,28160,02,11,2
28006 - 28161,28006,28161,02,04,23
28006 - 28162,28006,28162,02,07,22
28006 - 28163,28006,28163,02,07,2
28006 - 28164,28006,28164,02,07,11
28006 - 28165,28006,28165,02,08,2
28006 - 28167,28006,28167,02,03,10
28006 - 28169,28006,28169,02,06,1
28006 - 28170,28006,28170,02,08,1
28006 - 28171,28006,28171,02,09,1
28006 - 28172,28006,28172,02,08,4
28006 - 28175,28006,28175,02,09,1
28006 - 28176,28006,28176,02,05,30
28006 - 28177,28006,28177,02,11,5
28006 - 28178,28006,28178,02,09,1
28006 - 28180,28006,28180,02,08,2
28006 - 28181,28006,28181,02,05,39
28006 - 28182,28006,28182,02,06,2
28006 - 28183,28006,28183,02,10,2
28006 - 28901,28006,28901,02,06,9
28006 - 28902,28006,28902,02,06,7
28006 - 28903,28006,28903,02,02,1154
28007 - 28002,28007,28002,04,03,38
28007 - 28004,28007,28004,04,09,22
28007 - 28005,28007,28005,04,03,275
28007 - 28006,28007,28006,04,02,1037
28007 - 28007,28007,28007,04,04,12621
28007 - 28008,28007,28008,04,09,10
28007 - 28009,28007,28009,04,02,60
28007 - 28010,28007,28010,04,11,5
28007 - 28012,28007,28012,04,08,1
28007 - 28013,28007,28013,04,04,78
28007 - 28014,28007,28014,04,03,156
28007 - 28015,28007,28015,04,09,255
28007 - 28017,28007,28017,04,09,2
28007 - 28018,28007,28018,04,11,4
28007 - 28022,28007,28022,04,05,589
28007 - 28023,28007,28023,04,11,1
28007 - 28024,28007,28024,04,06,6
28007 - 28026,28007,28026,04,05,30
28007 - 28027,28007,28027,04,06,2
28007 - 28028,28007,28028,04,06,1
28007 - 28031,28007,28031,04,10,8
28007 - 28032,28007,28032,04,07,6
28007 - 28033,28007,28033,04,08,6
28007 - 28034,28007,28034,04,06,2
28007 - 28036,28007,28036,04,09,2
28007 - 28038,28007,28038,04,11,4
28007 - 28040,28007,28040,04,04,88
28007 - 28041,28007,28041,04,02,5
28007 - 28042,28007,28042,04,10,7
28007 - 28043,28007,28043,04,08,1
28007 - 28044,28007,28044,04,11,7
28007 - 28045,28007,28045,04,02,44
28007 - 28046,28007,28046,04,11,8
28007 - 28047,28007,28047,04,05,51
28007 - 28049,28007,28049,04,03,227
28007 - 28050,28007,28050,04,09,20
28007 - 28052,28007,28052,04,08,3
28007 - 28053,28007,28053,04,07,19
